SMILES,Solubility
CC1=CC(C(=O)CN2C3=C(C=CC=C3)N=C2S(C)(=O)=O)=C(C)N1CC=C,Insoluble
ClC1=CC=C(C=C1)C1=CC=C(CNC(=O)CN2C(=O)NC3(CCCC3)C2=O)O1,Soluble
CC1=CC=CC(OCC2=CC(=O)N3C=CSC3=N2)=C1C,Soluble
CC1=C(SC=C1)C=C(C#N)C1=NC(=NO1)C1=CC=CS1,Soluble
ClC1=CC=C(OCCSC2=NN=C3N2C2=C(C=CC=C2)C(=O)N3CC=C)C=C1,Soluble
CCC(CC)NC(=O)C1=CC=C2N3CCCC3C(=O)NC2=C1,Soluble
CC1=CC(C=CC(=O)N2CCN(CC2)C2=NC=CC=N2)=C(C)N1C1CC1,Soluble
COC1=CC=C(CSC2=NN=C3N2C2=C(C=CC=C2)C(=O)N3CC=C)C=C1F,Soluble
CCCCCNC(=O)C1=CC=C2N3CCCC3C(=O)NC2=C1,Insoluble
CC(=O)NC1=CC=CC(NC(=O)CCNC(=O)OC(C)(C)C)=C1,Soluble
O=C(NC1=NCCS1)C1=CN(N=C1)C1=CC=CC=C1,Soluble
CN(C)CCN1C(=S)NC2=C(C=CC=C2C)C1=O,Soluble
COC1=CC=C(CCSC2=NC3=C(SC=C3)C(=O)N2C)C=C1,Soluble
CC(SC1=NC2=C(SC=C2)C(=O)N1C)C1=CC=C(F)C=C1,Soluble
CN1C(=O)C2=C(C=CS2)N=C1SCC1=CC=C(F)C=C1,Soluble
FC1=CC=C(C=C1F)C(=O)CN1C=NC2=C(SC=C2)C1=O,Soluble
CN1C(SCC2=CN3C=CC=C(C)C3=N2)=NC2=C(SC=C2)C1=O,Insoluble
O=C(C1CCCN(C1)S(=O)(=O)C1=CC=CS1)N1CCCC(C1)C1=NC2=C(S1)C=CC=C2,Insoluble
CC1CCN(C(=O)CN2C=NC3=C(SC=C3)C2=O)C2=CC=CC=C2S1,Soluble
CC1=C(C)C2=C(S1)N=CN(CC1=NOC(=C1C)C1=CC=C(F)C=C1)C2=O,Soluble
CCCC1NC(=O)N(CN2CCC(=CC2)C2=CC=C(C)C=C2)C1=O,Soluble
COC1=CC2=C(CN(CC2)S(=O)(=O)C2=CC=CC=C2Cl)C=C1OC,Soluble
ClC1=CC=C(CCC(=O)N2CCN(CC3=CC=C(C=C3)C#N)CC2)C=C1,Soluble
CC1=C(C)C2=C(S1)N=CN(CC(=O)NCCCN1CCCCC1)C2=O,Soluble
CCN1N=C(C(=O)OCCOC2=CC=CC=C2)C2=C(C=CC=C2)C1=O,Soluble
CC(C)N1C(SCC2=CN3C=CC=CC3=N2)=NC2=C(C=CC=C2)C1=O,Soluble
CC1=CC=C(S1)S(=O)(=O)N1CCN(CC1)C1=CC=CC=C1[N+]([O-])=O,Soluble
CCCC1(NC(=O)N(CC(=O)C2=CC=C(C)S2)C1=O)C1=CC=CC=C1,Soluble
CC(C)C(C)NC(=O)CN1C=NC2=C(C(=CS2)C2=CC=CS2)C1=O,Soluble
CC1=CC=CC=C1N1N=NN=C1SCC1=NOC(=C1)C1=CC=CS1,Soluble
CC(C)C1=NC(C)=CC(=N1)N1CCN(CC2=CC=C(C=C2)[N+]([O-])=O)CC1,Insoluble
CC(NC(=O)CSC1=NCCS1)C1=CC2=C(O1)C=CC=C2,Soluble
CCCN1CCC(CC1)NC1=NC2=C(Cl)C(C)=NN2C2=C1C=CC=C2,Soluble
O=C(CSC1=NCCS1)N1CCN(CC1)C(=O)NC1=CC=CC=C1,Soluble
CN(C)C(=O)C1CCN(CC1)C(=O)NC1=CC=C(Cl)C(Cl)=C1,Soluble
CCN1N=NN=C1SC1=NC=NC2=C1C(=CS2)C1=CC=C(C)C=C1,Insoluble
COC(=O)CCN1C(SCC=CC)=NC2=C(C=CC=C2)C1=O,Soluble
CN(CCO)C1=C(Cl)C(=O)N(N=C1)C1=CC=C(C=N1)C(F)(F)F,Soluble
CC(C)CNC1=C(Cl)C(=O)N(N=C1)C1=CC=C(C=N1)C(F)(F)F,Soluble
CC1CCCN(C1)C(=O)CSC1=NC2=C(SC=C2)C(=O)N1C,Insoluble
CC(SC1=NN=C2N1C1=C(C=CC=C1)C(=O)N2CC=C)C(=O)C1=CC=C(F)C(F)=C1,Soluble
CC1=CC=C(C)C(CSC2=NN=C3N2C2=C(C=CC=C2)C(=O)N3CC=C)=C1,Insoluble
CCOC(=O)C1=C(C)NC(C(=O)N2CCCCCC2)=C1C,Soluble
CCCCN(CC)C(=O)CCNC1=NS(=O)(=O)C2=CC=CC=C12,Soluble
CCOC(=O)C1=C(C)NC(C(=O)N2CCCC(C)C2)=C1C,Soluble
COC(=O)C1=C(NC(=O)CN2N=NC3=C(C=CC=C3)C2=O)SC(C)=C1C,Soluble
FC(F)(F)C1=CN=C(N2CCN(CC2)C(=O)CN2CCCCCC2=O)C(Cl)=C1,Soluble
ClC1=CN=C(NC(=O)CN2CCCCCCC2)C(Cl)=C1,Soluble
CC1=CC=C(C=C1C)N1C(SCCO)=NN=C1C1=CC=CC=C1,Soluble
CN1C=CC=C1C1CCCN1CC(=O)NC(=O)NC1=CC=CC=C1,Soluble
CC(C)CC(NC(=O)C1=CC=CC=N1)C1=NC2=C(N1)C=CC=C2,Soluble
O=C(CCCC1=NC(=NO1)C1=CC=CC=C1)NC1CCOC2=CC=CC=C12,Soluble
CCCCNC(=O)C1=C(C)C(C(=O)OCC)=C(C)N1,Soluble
CC(=O)NCC(=O)N1CCN(CC1)C1=CC=C(C=N1)C(F)(F)F,Soluble
COC1=CC=CC(CCC(=O)NC2=CC=C3OC(C)C(=O)NC3=C2)=C1OC,Soluble
OC1=CC=CC=C1NC(=O)C1=CC=C2N=CSC2=C1,Soluble
O=C(NCC1=CC=NC=C1)C1=CC=C2N3CCCC3C(=O)NC2=C1,Soluble
CC(C)OC(=O)C1=C(C)NC(C(=O)NCC2=CC=CN=C2)=C1C,Soluble
CN1N=C(C(=O)OCC2=CSC(NC3=CC=C(C)C=C3)=N2)C2=C(C=CC=C2)C1=O,Soluble
CC(OC(=O)C1=CC=CN=C1)C(=O)NC1=NC2=C(S1)C=CC=C2,Soluble
CC1CCCCC1NC(=O)COC(=O)C1=C2CCCC2=NC2=C1C=CC=C2,Soluble
COC1=CC=C(C=CC2=CC=C3C=CC=CC3=N2)C(OC)=C1,Soluble
COC1=CC(=CC(OC)=C1Br)C(=O)NC1=CC(C)=CC=N1,Soluble
CC(C)OC(=O)C1=C(C)NC(C(=O)NCC=C)=C1C,Soluble
COC(=O)C1=CC=CC=C1NC(=O)CSC1=NC=NC2=C1C=CS2,Soluble
O=C(CN1C=NC2=C1C=CC=C2)NCC1=CC=CO1,Insoluble
COC1=CC=C(CC(=O)NC(C)C2=NC3=C(N2)C=CC=C3)C=C1F,Soluble
NC(=O)C1CC2=CC=CC=C2CN1CCOC1=CC=C(F)C=C1,Soluble
O=C1N(CC2=CC=C3OCOC3=C2)C(NC2=CC=CC=C12)C1=CNN=C1C1=CC=CS1,Soluble
OCCNC1=NC2=C(C=CC=C2)N1CC(=O)NC12CC3CC(CC(C3)C1)C2,Soluble
CC1=C(C)N=C(NC(=O)C2=C(C)C3=C(O2)C=CC(F)=C3)S1,Soluble
CC1=NC2=C(C=CC=C2)C(=O)N1C1=CC=C(C=C1)C(=O)NC1CCN(CC2=CC=C(Cl)C=C2)CC1,Soluble
COCCN(CC(=O)NC1=CC=CC(C)=C1C)C(=O)CC1=C(Cl)C=CC=C1Cl,Soluble
COC1=CC=C(C=C1)N(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC1=CC=CC=C1N1CCCC1=O,Soluble
CCOC1=CC=C2N=C(NC(=O)C3=CC=C(CN4CCOCC4)C=C3)SC2=C1,Soluble
COC1=CC=C(OC)C(=C1)C1CCCN1C1=NC=NC2=C1C=CS2,Soluble
O=C1NC2=CC=CC=C2C1=CC1=CN(CC2=CC=CC=C2)N=C1,Soluble
FC(F)(F)OC1=CC=C(CNC(=O)CCC(=O)C2=CC=CC=C2)C=C1,Soluble
COCCN1C(C)=CC(C(=O)COC(=O)C2=CC(OC)=CC(OC)=C2)=C1C,Soluble
CCCN1N=C(C(=O)OCC(=O)NC2=CC=CC=C2OC)C2=C(C=CC=C2)C1=O,Soluble
CC1=CC=C(OCC(O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C=C1,Soluble
CC(OC(=O)C1=CC2=C(S1)C=CC=C2F)C(=O)N1CCNC1=O,Soluble
COC(=O)C1=C(C)NC(C(=O)OC(C)C(=O)N2CCC3=CC=CC=C23)=C1C,Soluble
COC(=O)C1=C(C)NC(C(=O)OCC2=NC(=NO2)C2=CC=CC=C2)=C1C,Soluble
CN(C1=CC=C(C=C1)C1=CSC(=N1)N1CCCCC1)S(C)(=O)=O,Soluble
CN(CN1N=C(OC1=O)C1=CC=CS1)CC1=CC=C(C)C=C1,Soluble
COC1=CC=C(C)C=C1S(=O)(=O)NC1CCC2=CC=CC=C12,Soluble
ClC1=CC=C(C=CS(=O)(=O)N(CC2=CC=CC=N2)C2CC2)C=C1,Soluble
O=C(C1CC2CC1C=C2)N1CCN(CC1)S(=O)(=O)CC1=CC=CC=C1,Soluble
COC1=CC=C(CN2N=NN=C2SCC2=CSC(C)=N2)C=C1,Soluble
CCN(CN1C(=O)OC2=C1C=CC(Cl)=C2)CC(=O)NC(C)(C)C,Soluble
COC(=O)C1CN(C2=CC=CC=C2O1)S(=O)(=O)C1=CC=C2CCCC2=C1,Soluble
CC1=CSC2=NC(CSCCOC3=CC=C(F)C=C3)=CC(=O)N12,Soluble
COC(=O)C1CN(C2=CC=CC=C2O1)S(=O)(=O)C1=CC=C(F)C=C1,Soluble
COC1=CC=C(Cl)C=C1NCC(=O)N1CCNC1=O,Soluble
FC1=CC=C(C=C1)C1=CC=C(S1)C(=O)NC1=CC=C2OCCCOC2=C1,Soluble
C(CNC1=NC=NC2=C1OC1=C2C=CC=C1)NC1=CC=CC=N1,Soluble
CN(CN1C(=O)C2CCCCC2C1=O)CC1=CC=C(Br)S1,Soluble
CN(CC(=O)NC1=CC=C(Cl)C(Cl)=C1)C(=O)CN1CCCCCC1=O,Soluble
CCOC1=CC=C2OC(C(=O)NCC(=O)OC)=C(C)C2=C1,Soluble
CCC1=NOC(C)=C1C(=O)OCC(=O)NC(C)C1=CC2=C(O1)C=CC=C2,Insoluble
CCC1=NOC(C)=C1C(=O)OCC(=O)NC1=C(OC2=C1C=CC=C2)C(C)=O,Soluble
CC(=O)C1=C(NC(=O)COC(=O)C2=C(C)ON=C2C)C2=C(O1)C=CC=C2,Insoluble
CC1CCCN(C1)S(=O)(=O)C1=CC=CC(=C1)C#N,Soluble
CCC(SC1=NC=NC2=C1C=CC=C2)C(=O)NC1=NOC(C)=C1,Soluble
CN1C(C)=NN=C1SCC(=O)C1=CC=C(O)C=C1,Soluble
O=C(NC1CCS(=O)(=O)C1)C1=CC2=C(S1)C=CC=C2,Soluble
CC(NC(=O)C1=NNC(=O)C2=C1C=CC=C2)C1=CC=C2C=CC=CC2=C1,Soluble
CC1CN(CCO1)C(=O)CC1SC2=CC=C(C=C2NC1=O)C(F)(F)F,Soluble
FC(F)(F)C1=CC=C2SC(CC(=O)N3CCCCC3)C(=O)NC2=C1,Soluble
FC(F)(F)C1=CC=C2SC(CC(=O)NC3CC3)C(=O)NC2=C1,Soluble
CS(=O)(=O)NC1=CC=CC=C1C1=NC2=C(C=C3OCCCOC3=C2)C(=O)O1,Soluble
COC1=CC=CC=C1CSC1=NOC(=C1C#N)C1=CC=CC(Cl)=C1,Insoluble
FC1=CC=C(CN(C2CC2)S(=O)(=O)C2=CC=CC(=C2)C#N)C=C1,Soluble
O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)NC1=CC=C2OCCOC2=C1,Soluble
CN1C(C)=CC(C(=O)CN2N=NN(C2=O)C2=CC=CC=C2)=C1C,Soluble
FC1=CC=CC=C1S(=O)(=O)NC1=CC=CC(Cl)=C1F,Soluble
CN(CC1=CC=C(C=C1)N1CCOCC1)S(=O)(=O)CC1=CC=CC=C1,Soluble
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)C1=C(C)C2=C(O1)C=CC(F)=C2,Soluble
CCOC(=O)N1CCC(CC1)NC(=O)COC1=CC=C2CCCC2=C1,Soluble
CCOC(=O)N1CCC(CC1)NC(=O)COC1=CC=C(F)C=C1,Soluble
FC(F)(F)C1CCCN(C1)C(=O)CCC1=CNC2=C1C=CC=C2,Soluble
CCN(CC1=CC=CS1)S(=O)(=O)C1=CC=C(C=C1)N1CCCC1=O,Soluble
CC(C)NC(=O)C1=CC=C2C(=O)N(C(=O)NC2=C1)C1=CC=CC=C1,Soluble
CC(N1CCN(CC1)S(=O)(=O)C1=CC=C(Cl)S1)C1=CC=CC=C1,Soluble
CC(C)CN1CCOC(CNC(=O)NC2=CC=CC=C2)C1,Soluble
CC1=CC(C(=O)CN2C(=O)NC(C)(C2=O)C2=CC=C(C)C=C2)=C(C)S1,Soluble
CC1=CC=C(COC2=CC=C(C=C2[N+]([O-])=O)S(=O)(=O)N2CCCC2)C=C1,Soluble
CCN1C(SCCN2C(=O)C3=CC=CC=C3C2=O)=NN=C1C1=CC=CS1,Soluble
O=C(CC1CCC=C1)N1CCC(CC1)C1=NC2=C(S1)C=CC=C2,Soluble
CC(C)C(C)NC(=O)CN1C=NC2=C(SC3=C2C(C)=CC(C)=N3)C1=O,Insoluble
ClC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CC=C(C=C1)N1C=NC=N1,Soluble
COC(=O)CSC1=NN=C(COC2=CC=CC=C2Cl)N1C1CC1,Soluble
CCCN1C2=NN=C(SCC3=CC=CC(C)=C3)N2C2=C(C=CC=C2)C1=O,Soluble
CCCN1C(=O)C2=C(C=C(Cl)C=C2)N=C1SCC1=NN=C(C)O1,Soluble
COC1=CC=C(C=C1)C1(C)NC(=O)N(CC2=CC=C(C)C=C2)C1=O,Soluble
COC1=CC=C(C=C1)C1=NN=C(SC(C)C#N)N1C(C)C,Soluble
CCN1C(SCC2=NN=C(O2)C2=CC=CC=C2)=NN=C1C1=C(C)OC=C1,Soluble
FC1=CC=CC(CSC2=NN=C3N2C2=C(C=CC=C2)C(=O)N3CC=C)=C1,Soluble
CC(SC1=NC(=NC2=C1C=CC=C2)C(F)(F)F)C(=O)N1CCCC1,Insoluble
FC1=CC=CC(=C1)N1N=NN=C1SCC1=CC=CC(=C1)C#N,Soluble
CC1=CC=C(OC(F)F)C(=C1)C(=O)CSC1=NN=C(O1)C1=CC=CO1,Soluble
FC1=CC=CC(=C1)N1N=NN=C1SCC1=COC(=N1)C1=CC=CC=C1,Soluble
CC1=CC=CC(C)=C1N1N=NN=C1SCC1=COC(=N1)C1=CC=CC=C1,Soluble
CC1=CC=CC(C)=C1N1N=NN=C1SCC1=NC(=NO1)C1=CC=CC=C1,Soluble
CN(C(=O)CSC1=NC=NC2=C1C1=C(CCCC1)S2)C1=CC=CC=C1,Insoluble
ClC1=CC=CC=C1OCC1=NN=C(O1)SCC#N,Soluble
CCN1C(SCC2=CC=C(OC)C(F)=C2)=NN=C1C1=C(C)OC=C1,Soluble
CCCN1C2=NN=C(SC(C)C3=CC=CC=C3)N2C2=C(C=CC=C2)C1=O,Soluble
CC1=CC=CC=C1N1N=NN=C1SCN1N=NC2=C(C=CC=C2)C1=O,Soluble
CCC1=C(C#N)C2=NC3=C(C=CC=C3)N2C(SCC2=NN=C(C)O2)=C1,Soluble
CCCN1C(SC(C)C(=O)OC)=NC2=C(C=CC(Cl)=C2)C1=O,Soluble
CCCCN1C(=O)N(CC(=O)C2=CC(C)=CC=C2C)C(=O)C1=O,Soluble
CC1=CC=CC=C1N1N=NN=C1SCC1=NC2=C(S1)C=CC=C2,Soluble
FC1=CC=C(NC(=O)C2=CC=C3NC(=O)CCC3=C2)C(F)=C1,Soluble
COC(=O)C1=CC=C(C)C(NC(=O)COC(=O)C2=CC=C(C)O2)=C1,Soluble
CSC1=CC=C(C=C1NC(C)=O)C(=O)COC(=O)C1=CC=CS1,Soluble
CC(SC1=NC2=C(C=CS2)C(=O)N1)C(=O)NC(=O)NC(C)(C)C,Soluble
CC1=C(SC=C1)C(=O)OCC(=O)NC(=O)NCC1=CC=CO1,Soluble
CC1=C(SC2=C1C(F)=CC=C2)C(=O)OCC(=O)N1CCNC1=O,Soluble
ClC1=CC(C(=O)NC2=CC=C3OCCOC3=C2)=C(Cl)S1,Soluble
O=C(C1CCC1)N1CCN(CC1)S(=O)(=O)C1=CC=C2CCCC2=C1,Soluble
CCN(CC)C(=O)C(CC1=CC=CC=C1)N1C(=O)C2=CC=CC=C2C1=O,Soluble
OC1=CC=CC(NC2=C(Cl)C(=O)N(CC3=CC=C(Cl)C=C3)C2=O)=C1,Soluble
Cl.CC(NCC1=CC=CC=C1)C1=CC=CC(NC(C)=O)=C1,Soluble
O=C(CCNC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(CC2=CC=CC=C2)CC1,Soluble
CC1CC1C(=O)NC1=NC(=CS1)C1=CC(C)=C(C)C=C1C,Soluble
CC1=NN(C(C)=C1CC(=O)N1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=CC=C1,Soluble
COCCCN1C(C)=CC(C(=O)CN2N=C(C)C(=C2C)S(=O)(=O)N2CCC3=CC=CC=C23)=C1C,Soluble
O=C(CSC1=NNC(N1C1=CC=CC=C1)=C1C=C2C=CC=CC2=N1)N1CCOC1=O,Soluble
CC(SC1=NC2=C(N1)C=CC=C2)C(=O)NC1=C(C(N)=O)C2=C(CCC2)S1,Soluble
CNC1=NN=C(SC2=C3CCCCC3(N(C)C2=O)C2=CC=CC=C2Cl)S1,Soluble
ClC1=CC=C(OCC2=NN=C(O2)SCC(=O)C2=CC=C(C=C2)N2CCCC2=O)C=C1,Soluble
CC(C)C1=CC=C(NC(=O)CC2=CC=CC=C2)C=C1,Soluble
CC(=O)NC1=CC=C(OCC(=O)N2N=C(CC2C2=CC=CO2)C2=CC=CO2)C=C1,Soluble
CC1=CC(C(=O)CN2C(CS(C)(=O)=O)=NC3=C2C=CC=C3)=C(C)N1CC1=CC=C2OCOC2=C1,Soluble
O=C(CN1C(=O)N2CCCCCC2=C(C#N)C1=O)N1CCC(CC2=CC=CC=C2)CC1,Soluble
CC1=CC2=NC(COC3=CC=CC(=C3)C(=O)NCC3=CC=CC=C3)=CC(=O)N2C=C1,Soluble
CC1=C(C)C2=C(S1)N=CN(CC(=O)N(C1CC1)C1=CCCCC1)C2=O,Soluble
CN(CC1=CC=C2OCOC2=C1)CC1=CC(=O)N2C(C)=CSC2=N1,Soluble
COC1=CC=C(C=C1NC(=O)C(C)SC1=NCCS1)[N+]([O-])=O,Soluble
O=C(CSC1=NC2=C(O1)C=CC(=C2)S(=O)(=O)N1CCCCC1)N1CCCC2CCCCC12,Soluble
CCOC1=CC=CC=C1N1C(=O)C2=C(C=CC=C2)N=C1SCC1=NN=C(C)O1,Soluble
CC1=CC=CC=C1N1N=NN=C1SCC1=COC(=N1)C1=CC=CC=C1,Soluble
CCOC1=CC=CC=C1N1C(=O)C2=C(C=CC=C2)N=C1SC1CCOC1=O,Soluble
COCCN1C(=O)C2=C(C=CC=C2)N=C1SCC1=COC(=N1)C1=CC=CC=C1,Soluble
CC(SC1=NN=C2SC3=C(C=CC=C3)N12)C(=O)N1CCCC1,Soluble
CCC(=O)C1=CC=C(OCC2=NOC(=C2)C2=CC=CO2)C=C1,Soluble
BrC1=CC=C(S1)C=C(C#N)C1=NN=C2CCCCCN12,Soluble
CC1=CC(C)=C2N=C(NC(=O)C3CCN(CC3)C(=O)C(C)(C)C)SC2=C1,Soluble
CC1(NC(=O)N(CC2=NC3=C(S2)C=CC=C3)C1=O)C1=CC=C2OCCOC2=C1,Soluble
CCOC1=CC=C(CN2CCN(CC2)C2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1,Soluble
CN(C)C(=O)CN(C)C1=NC(=NC2=C1C1=C(CCC1)S2)C1=CC=CN=C1,Soluble
COC(=O)C1=CC=C(CSC2=NN=C3SC4=C(C=CC=C4)N23)C=C1,Soluble
CN(CC1=CC=CC(F)=C1)C(=O)CSC1=NC2=C(O1)C=CC=C2,Soluble
CN1C=NN=C1SCC(=O)N(C1CCCCC1)C1=CC=CC=C1,Soluble
CCN(CC(C)=C)C(=O)CSC1=NN=C2SC3=C(C=CC=C3)N12,Soluble
COC(=O)C1=CC=CC(NC(=O)CC2CCC=C2)=C1,Soluble
COC(=O)C1=CC=C(C=CC(=O)N(C)C(C)C2=CC=CC=C2)C=C1,Soluble
CC(C)C(NC(=O)CN1CCCC1C(N)=O)C1=CC=C2OCCCOC2=C1,Soluble
CC1(C)NC(=O)N(CC(=O)NC2=CC=C3CCCC3=C2)C1=O,Soluble
CC1=CC=C(C)C(=C1)C(=O)CN1C(=O)N(CCC2=CC=CS2)C(=O)C1=O,Soluble
COC1=CC=CC(=C1)C1=NOC(CSC2=NC=NC3=C2C=CS3)=N1,Soluble
CCOC1=CC=CC=C1N1N=NN=C1SCC1=CN2C=C(C)C=CC2=N1,Soluble
CC1CCN(CC1)C(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1,Soluble
CC1SC2=CC=C(C=C2NC1=O)C(=O)N(C)C1CCCCC1,Soluble
CCC1(NC(=O)N(CN2CCCC(C)C2)C1=O)C1=CC=CC=C1,Soluble
ClC1=CC=C(CN(CC=C)CN2C(=O)C3=CC=CC=C3C2=O)S1,Soluble
CCOC1=CC=CC=C1C=C(C#N)C1=NN=C2CCCCCN12,Soluble
COC1=CC=C(CN2N=NN=C2SCC(=O)C2=C(C)C3=C(S2)C=CC=C3)C=C1,Soluble
COC1=CC=C(Br)C=C1S(=O)(=O)N1CCCN(CC2=CC=C(Cl)C=C2)CC1,Soluble
O=C(NC1CC1)N1CCN(CC1)S(=O)(=O)C1=CC=C2C=CC=CC2=C1,Soluble
CC1=CC=C(C=C1)S(=O)(=O)NCC1(CCCCC1)N1CCOCC1,Soluble
CC1=CC=C(C=C1C)S(=O)(=O)NCC1(CCCCC1)N1CCOCC1,Soluble
CN1C(SC(=CC2=CC=CC=C2C(F)(F)F)C1=O)=CC(=O)C(C)(C)C,Soluble
CC1=CC=C(C=C1C)S(=O)(=O)NC1=CC=C2OCCCOC2=C1,Soluble
CCCNC1=NC(=CS1)C1=CC=C2NC(=O)CC2=C1,Soluble
CC(SC1=NCCS1)C(=O)NC1CCCCC1,Soluble
COC1=CC=C(C=C1OC)C(=O)CSC1=NN=CS1,Soluble
CC1=CN=C(NC(=O)CCN2C=NC3=C(C4=C(CCCC4)S3)C2=O)S1,Soluble
O=C(CCN1C=NC2=C(C3=C(CCCC3)S2)C1=O)NCC1=CC=CO1,Soluble
CC(=O)C1=C(C)NC(C(=O)COC2=CC=CC=C2Cl)=C1C,Soluble
CC(=O)C1=C(C)NC(C(=O)COC(=O)C2=CC=C3OCCCOC3=C2)=C1C,Soluble
ClC1=CC=CC=C1SC(C(=O)NC1CC1)C1=CC=CC=C1,Soluble
CN1C(=O)N(CC(=O)NCCC2=CC=CC=C2)C(=O)C1=O,Soluble
OC(=O)C(O)=O.O=C(CN1CCN(CC2=CSC3=C2C=CC=C3)CC1)NC1CCCC1,Soluble
O=C(N1CCN(CC1)S(=O)(=O)C1=CC=CS1)C1=CC=CNC1=O,Soluble
COC(=O)C1=CC=CC(NC(=O)C2=CN=CN2C2=CC=C(F)C=C2)=C1,Soluble
CC(SC1=NC(N)=NC(N)=N1)C(=O)N(C)C1=CC=CC=C1,Soluble
COC1=CC=C(NC(=O)C=CSC2=CC=CC=C2)C=C1OC,Soluble
O=C(CCC1=NC2=C(S1)C=CC=C2)NCCC1=CC=CC=C1,Soluble
CC(NC(=O)COC1=CC=C2OC3=C(CCCC3)C2=C1)C1=CC=CC=N1,Soluble
CC1=C(OC2=C1C=C(F)C=C2)C(=O)NC1=CC=C(C=C1)N1CCOCC1,Soluble
CC(CNC(=O)CNC(=O)C1=CC=C(C)C=C1)C1=CC=CC=C1,Soluble
CC(C)C1=CC=C(CCNC(=O)C2=CN3CCS(=O)(=O)N=C3C=C2)C=C1,Soluble
CC1=CC=C(C=C1)C1=NOC(CN2CCSC3=CC=CC=C23)=N1,Soluble
CCN(CC(C)=C)C(=O)C1=CC=C2SCC(=O)NC2=C1,Soluble
O=C(CN1CCCC(C1)C1=NC2=C(S1)C=CC=C2)C1=CNC(=C1)C(=O)N1CCCC1,Soluble
CN(CC1=CN(CC2=CC=CC=C2)N=C1)C(=O)C1=CC=C(C=C1)N1C=CC=C1,Soluble
CCC1=C(SN=N1)C(=O)NC1=CC=C(C)C=C1C,Soluble
CC(SC1=NC2=C(C=CC=C2)C(=O)N1C1=CC(C)=CC=N1)C(N)=O,Soluble
CC(=O)C1=CC=C(N2CCN(CC2)C(=O)C2=CC=CNC2=O)C(F)=C1,Soluble
CCOC1=CC=CC=C1NC(C)C(N)=O,Soluble
COC1=CC=C(C=C1)C(CNC(=O)NC1=CC=CN=C1)N1CCCCC1,Soluble
CCC1=CC=CC(CC)=C1NC(=O)CSC1=NN=C(SCC(N)=O)S1,Soluble
CN1C(C)=CC(C(=O)COC2=CC=CC=C2NC(C)=O)=C1C,Soluble
COC1=CC=C(C=C1S(=O)(=O)NC1CCCC1)C(=O)NCC1=CC=C(S1)C1=CSC(C)=N1,Soluble
ClC1=CC=C(C=C1)C1=NN(C(=C1)C(=O)N1CCN(CC(=O)NC2CC2)CC1)C1=CC=CC=C1,Soluble
CC1=CC=C(C=C1)C1=C(SC=C1)C(=O)N1CCN(CC(=O)NC2CC2)CC1,Soluble
FC1=CC=C(CN(C2CC2)C(=O)CC2=NNC(=O)C3=C2C=CC=C3)C=C1,Soluble
O=C(OCC1=CC=CC=C1C#N)C1=CSC(NCC2=CC=CC=C2)=N1,Soluble
ClC1=CC=C(C=C1)C1=NC(=CS1)C(=O)N1CCN(CC(=O)NC2CC2)CC1,Soluble
CC1=CC=C(S1)C(=O)CCC(=O)NC1=CC=CC(=C1)C(=O)NC1CC1,Soluble
CC(C)C(C)NC(=O)CN1C=NC2=C(SC=C2)C1=O,Soluble
CC1=CN=C(NC(=O)C2=NN(N=C2)C2=CC=CC=C2)S1,Soluble
CCOC1=CC=CC=C1NC(=O)CNC1=CC=CC(F)=C1,Soluble
CN(C)C(CNC(=O)C1=CC=C2SCC(=O)NC2=C1)CC1=CC=CC=C1,Soluble
FC1=CC=CC=C1C1SCCN1C(=O)CN1C=NC2=C(C=NN2C2=CC=CC=C2)C1=O,Soluble
CC(SC1=NN=C2C=CC=CN12)C(=O)N1CC(C)OC(C)C1,Soluble
O=C1OCCC1SC1=NC2=C(O1)C=CC(=C2)S(=O)(=O)N1CCCCC1,Soluble
CC(=O)C1=C(C)N=C(S1)C1=CC=C(OCC(=O)N2CCN(CC3=CC=CC=C3)CC2)C=C1,Soluble
O=C(N1CCN(CC2=CC=NC=C2)CC1)C1=CC(=C(S1)N1CCOCC1)C1=CC=CC=C1,Soluble
CCOC(=O)N1CCN(CC1)C(=O)C1=CC=C(O1)C1=CC=C(F)C=C1,Soluble
CN(CC(=O)NC(C)(C)C)C(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,Soluble
O=C(NC1=CC=C2N=C(SC2=C1)N1CCOCC1)C1=CC=C(C=C1)N1C=NN=N1,Soluble
CC1=CC=C(O1)C1=CC(C(=O)N2CCN(CC3=CC=CS3)CC2)=C2C=CC=CC2=N1,Soluble
CC(SC1=NC(C)=CS1)C(=O)N1CCN(CC1)C1=CC=CC=C1,Soluble
O=C(NCC1=NC2=C(N1)C=CC=C2)C1=CC(=O)C2=C(O1)C=CC=C2,Soluble
